"No.","Time","Source","Destination","Protocol","Length","Info"
"130888","1287.649412","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2517, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131219","1291.770288","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2552, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131224","1291.802544","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2553, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131309","1292.477938","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2557, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131345","1293.328315","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2241, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131352","1293.357431","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2242, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131513","1294.838284","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2389, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131941","1298.028074","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2259, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"131964","1298.384383","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2262, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"133918","1334.911830","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2510, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"134272","1340.391900","16:0b:45:06:f4:aa","Broadcast","802.11","82","Probe Request, SN=1427, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"135437","1369.107954","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2594, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"135445","1369.141947","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2595, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"135615","1372.344280","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2630, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"135621","1372.376878","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2631, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"135651","1372.885617","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2634, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"137223","1403.006062","fa:f1:ac:fa:fb:84","Broadcast","802.11","156","Probe Request, SN=5, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"137235","1403.020216","fa:f1:ac:fa:fb:84","Broadcast","802.11","156","Probe Request, SN=6, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"139047","1429.896628","0a:19:8e:21:d5:3e","Broadcast","802.11","123","Probe Request, SN=2216, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"139056","1429.909946","0a:19:8e:21:d5:3e","Broadcast","802.11","123","Probe Request, SN=2217, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"139782","1445.682413","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2646, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"139789","1445.708172","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2647, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"140029","1449.312105","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2683, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"140040","1449.603103","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2686, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"143509","1488.546283","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=1266, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"146283","1497.456061","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1269, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"146294","1497.472002","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1270, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"153219","1520.966130","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2698, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"153227","1520.991102","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2699, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"158744","1526.010940","06:a4:21:23:8b:0c","Broadcast","802.11","136","Probe Request, SN=1108, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160215","1532.585874","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2734, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160220","1532.618873","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2735, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160236","1532.947123","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2739, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160311","1534.703413","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2267, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160318","1534.736212","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2268, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160426","1536.766435","0e:97:20:f9:06:be","Broadcast","802.11","82","Probe Request, SN=147, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"160427","1536.767037","0e:97:20:f9:06:be","Broadcast","802.11","82","Probe Request, SN=148, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"165851","1547.420109","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2285, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"165857","1547.453656","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2286, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"165868","1547.714457","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2287, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"166012","1550.265463","22:e2:78:ae:02:c9","Broadcast","802.11","156","Probe Request, SN=3913, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"170128","1596.674835","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=1829, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"172640","1618.872563","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2776, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"172647","1618.907465","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2777, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"173834","1623.065128","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2813, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"173845","1623.089578","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2814, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"174133","1624.206046","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2818, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"186041","1677.630801","62:f3:e8:e7:9d:7d","Broadcast","802.11","123","Probe Request, SN=3491, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"186050","1677.642127","62:f3:e8:e7:9d:7d","Broadcast","802.11","123","Probe Request, SN=3492, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"186516","1682.569199","Google_02:02:02","Broadcast","802.11","123","Probe Request, SN=2919, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"187083","1690.686354","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1361, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"187090","1690.702294","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1362, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"187297","1693.660056","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2829, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"187304","1693.693161","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2830, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"187531","1696.761472","5a:a5:97:55:e1:dc","Broadcast","802.11","82","Probe Request, SN=1837, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"187532","1696.761976","5a:a5:97:55:e1:dc","Broadcast","802.11","82","Probe Request, SN=1838, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"187578","1697.516034","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2870, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"191096","1733.262034","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2045, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"193247","1756.214342","d2:60:be:31:3e:58","Broadcast","802.11","156","Probe Request, SN=883, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"193254","1756.225957","d2:60:be:31:3e:58","Broadcast","802.11","156","Probe Request, SN=884, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"194494","1769.656479","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2881, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"194501","1769.687625","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2882, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"195050","1776.011275","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2922, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"195269","1777.500628","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2293, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"195276","1777.532787","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2294, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196043","1783.920647","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2311, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196077","1784.214327","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2313, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196488","1788.737563","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=1428, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196492","1788.753676","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=1429, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196787","1789.908967","42:4a:36:5e:2c:5e","Broadcast","802.11","123","Probe Request, SN=3943, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"196794","1789.919619","42:4a:36:5e:2c:5e","Broadcast","802.11","123","Probe Request, SN=3944, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"198234","1802.908123","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2171, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"203143","1837.710640","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2233, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"204057","1853.842999","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2959, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"204064","1853.875982","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2960, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"204251","1856.671259","2e:b7:6b:ae:c8:67","Broadcast","802.11","82","Probe Request, SN=2056, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"204256","1856.783939","2e:b7:6b:ae:c8:67","Broadcast","802.11","82","Probe Request, SN=2058, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"204257","1856.784516","2e:b7:6b:ae:c8:67","Broadcast","802.11","82","Probe Request, SN=2059, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"205340","1861.367288","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2999, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"208158","1904.266205","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2353, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"209444","1928.745244","02:df:a2:56:48:b3","Broadcast","802.11","156","Probe Request, SN=2612, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"209452","1928.759053","02:df:a2:56:48:b3","Broadcast","802.11","156","Probe Request, SN=2613, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"209774","1932.346642","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3012, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"209781","1932.379337","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3013, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"210281","1936.266570","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2383, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"210330","1936.671962","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3049, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"210349","1936.966841","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3053, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"210350","1936.999416","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3054, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"210911","1945.973177","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1488, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"210918","1945.989046","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1489, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"210946","1947.086179","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1510, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"211047","1948.352990","2a:df:a7:a9:15:e0","Broadcast","802.11","156","Probe Request, SN=625, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"211053","1948.364503","2a:df:a7:a9:15:e0","Broadcast","802.11","156","Probe Request, SN=626, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"211459","1951.810039","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1522, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"211466","1951.825965","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1523, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"211549","1952.820645","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1544, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"211556","1952.836647","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1545, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"211664","1952.925420","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1547, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"224287","1977.307267","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1572, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"224296","1977.323232","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1573, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"224634","1978.239073","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1593, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"224667","1978.318284","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1594, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"224674","1978.334276","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1595, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"229298","1988.059087","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1628, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"229310","1988.075128","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1629, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"229688","1989.070402","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1650, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"233998","2003.236192","9e:9f:d0:c0:37:f5","Broadcast","802.11","156","Probe Request, SN=3485, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"234009","2003.248363","9e:9f:d0:c0:37:f5","Broadcast","802.11","156","Probe Request, SN=3486, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"234570","2005.945062","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2507, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"235043","2007.410249","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3065, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"235052","2007.444022","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3066, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"235556","2013.759224","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2319, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"235563","2013.793169","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2320, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"236361","2018.168045","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2337, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"236597","2018.506989","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2339, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"236985","2020.315698","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1696, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"236992","2020.331691","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1697, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"239625","2045.301238","da:fe:48:20:32:7f","Broadcast","802.11","156","Probe Request, SN=2465, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"239632","2045.312745","da:fe:48:20:32:7f","Broadcast","802.11","156","Probe Request, SN=2466, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"240431","2067.366805","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=888, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241572","2087.416069","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=947, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241578","2087.434529","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=948, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241704","2088.963301","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=1750, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241710","2088.978633","a2:34:0b:46:0e:c8","Broadcast","802.11","144","Probe Request, SN=1751, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241883","2090.799070","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3144, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"241890","2090.832367","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3145, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"242122","2094.096353","ee:21:85:cd:fc:90","Broadcast","802.11","156","Probe Request, SN=2142, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"242129","2094.108239","ee:21:85:cd:fc:90","Broadcast","802.11","156","Probe Request, SN=2143, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"243392","2107.360370","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1780, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"243399","2107.376369","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1781, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"243524","2108.596064","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1808, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"243529","2108.675281","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1809, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"243536","2108.691278","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1810, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"245809","2149.920858","7a:71:2a:03:9f:83","Broadcast","802.11","123","Probe Request, SN=699, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"245816","2149.930332","7a:71:2a:03:9f:83","Broadcast","802.11","123","Probe Request, SN=700, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"247381","2165.598766","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3196, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"247395","2165.633731","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3197, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"247979","2169.546359","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3236, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"248751","2173.731821","b6:d5:df:67:b7:d1","Broadcast","802.11","156","Probe Request, SN=1246, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"248760","2173.743627","b6:d5:df:67:b7:d1","Broadcast","802.11","156","Probe Request, SN=1247, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"248917","2176.800551","6a:95:9b:ef:ad:38","Broadcast","802.11","82","Probe Request, SN=4069, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"248918","2176.801098","6a:95:9b:ef:ad:38","Broadcast","802.11","82","Probe Request, SN=4070, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"248934","2176.915301","6a:95:9b:ef:ad:38","Broadcast","802.11","82","Probe Request, SN=4072, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"249086","2180.046125","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2819, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"249425","2187.702925","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1250, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"249601","2190.609167","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1889, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"249608","2190.625111","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1890, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"250715","2209.655545","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1895, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"250722","2209.671492","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1896, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"250757","2210.586427","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1916, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"250768","2210.666271","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1917, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"250783","2210.682196","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1918, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"263495","2240.791015","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3248, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"263504","2240.824782","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=3249, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"264075","2243.778410","46:e9:6b:ee:fb:2b","Broadcast","802.11","156","Probe Request, SN=432, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"264084","2243.789999","46:e9:6b:ee:fb:2b","Broadcast","802.11","156","Probe Request, SN=433, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"264604","2245.784909","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2345, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"264611","2245.817335","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2346, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"265921","2249.943936","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2363, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"265993","2250.203034","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1979, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"266006","2250.219442","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=1980, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"266017","2250.241248","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2365, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"268553","2255.428821","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2003, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"268566","2255.444690","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2004, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"268792","2256.316994","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2024, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"268861","2256.382687","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2025, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"268885","2256.398925","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2026, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"269910","2258.104829","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1464, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"270433","2260.408851","5e:11:88:c5:e1:d8","Broadcast","802.11","156","Probe Request, SN=49, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"270440","2260.420520","5e:11:88:c5:e1:d8","Broadcast","802.11","156","Probe Request, SN=50, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"272746","2271.096331","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2039, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"272761","2271.112826","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=2040, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"272977","2272.027776","a2:34:0b:46:0e:c8","Broadcast","802.11","169","Probe Request, SN=12, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
