"No.","Time","Source","Destination","Protocol","Length","Info"
"271942","817.618067","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2402, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"273962","822.574177","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2554, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"273972","822.592670","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2555, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"275084","826.202526","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1619, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"275091","826.222513","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1620, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"276566","831.661320","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1659, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"280253","852.522432","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2464, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"280279","852.602961","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2644, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"280286","852.621694","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2645, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"280291","852.639040","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2469, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"284791","877.466288","22:8f:28:1e:00:fd","Broadcast","802.11","123","Probe Request, SN=3808, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"284803","877.478157","22:8f:28:1e:00:fd","Broadcast","802.11","123","Probe Request, SN=3809, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"286644","887.315231","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2526, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298065","913.054901","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=390, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298357","914.465292","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2016, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298361","914.485641","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2017, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298366","914.505617","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2018, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298376","914.523687","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2019, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298384","914.546811","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2020, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298391","914.565213","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2021, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298400","914.585630","4a:33:0b:73:86:ea","Broadcast","802.11","203","Probe Request, SN=2022, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298683","916.340050","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1672, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"298692","916.365267","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1673, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"299577","920.895101","de:f7:49:ef:15:1e","Broadcast","802.11","123","Probe Request, SN=2314, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"299586","920.911683","de:f7:49:ef:15:1e","Broadcast","802.11","123","Probe Request, SN=2315, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"299892","922.359603","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2588, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"301202","930.213952","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1713, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"308216","947.204201","b2:7a:8e:9d:58:2c","Broadcast","802.11","156","Probe Request, SN=3892, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"308222","947.213560","b2:7a:8e:9d:58:2c","Broadcast","802.11","156","Probe Request, SN=3893, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"316071","952.958430","6e:5c:36:a7:2c:99","Broadcast","802.11","153","Probe Request, SN=3880, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"319994","957.351605","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2650, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"321000","967.467212","c2:f6:4a:36:d2:b3","Broadcast","802.11","123","Probe Request, SN=1254, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"321009","967.478603","c2:f6:4a:36:d2:b3","Broadcast","802.11","123","Probe Request, SN=1255, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322010","973.612378","86:d2:91:01:a9:04","Broadcast","802.11","156","Probe Request, SN=1278, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"322017","973.623942","86:d2:91:01:a9:04","Broadcast","802.11","156","Probe Request, SN=1279, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"329425","992.235043","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2714, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"330835","1001.813983","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1725, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333205","1012.072050","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1763, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333981","1015.887813","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2628, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"333990","1015.920090","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2629, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"337084","1026.904170","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2775, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"337096","1027.025792","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2776, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"337136","1027.144464","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2781, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"337495","1030.237551","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2647, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"339346","1043.559417","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=784, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"339353","1043.578142","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=785, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"342022","1055.901236","a2:84:56:fa:c9:41","Broadcast","802.11","123","Probe Request, SN=938, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"343399","1061.838015","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2838, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"349142","1084.262265","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=909, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"349219","1084.982468","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=930, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"350274","1093.589164","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2895, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"350331","1093.705648","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2896, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"351635","1100.668023","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1805, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"351642","1100.700105","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1806, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"352332","1106.064730","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1841, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"352505","1107.194642","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1846, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"356614","1124.464298","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1028, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"356760","1125.761288","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2926, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"356785","1125.877905","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2931, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"362737","1160.592933","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=2988, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"372543","1174.554607","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1177, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"372547","1174.574228","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1178, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"373081","1178.990399","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1857, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"373089","1179.025630","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1858, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"373539","1184.579069","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1897, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"373546","1184.612382","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1898, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"374747","1190.907216","9e:23:07:14:62:c3","Broadcast","802.11","123","Probe Request, SN=2354, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"374756","1190.918474","9e:23:07:14:62:c3","Broadcast","802.11","123","Probe Request, SN=2355, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"375052","1195.428958","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3050, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"375062","1195.548862","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3055, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"376100","1210.373755","9a:83:48:3a:cb:3a","Broadcast","802.11","156","Probe Request, SN=2894, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"376107","1210.385247","9a:83:48:3a:cb:3a","Broadcast","802.11","156","Probe Request, SN=2895, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"378460","1224.667307","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1328, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"378734","1230.433103","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3111, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"378742","1230.551734","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3112, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"378753","1230.667579","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3117, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"378847","1232.366704","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2292, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"378858","1232.379315","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2294, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"379190","1235.908171","96:f3:ba:e4:1e:19","Broadcast","802.11","123","Probe Request, SN=2463, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"379199","1235.919452","96:f3:ba:e4:1e:19","Broadcast","802.11","123","Probe Request, SN=2464, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"383551","1254.659807","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1417, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"383553","1254.678559","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1418, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"384168","1257.626638","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1909, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"384177","1257.662052","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1910, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"385011","1265.486630","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3174, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"385685","1270.076680","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1949, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"385691","1270.109689","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1950, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"385809","1270.322331","aa:df:af:09:29:c6","Broadcast","802.11","156","Probe Request, SN=3774, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"386363","1272.715378","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2654, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"386371","1272.747189","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2655, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"393132","1284.803005","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2322, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"394263","1298.513195","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2334, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"394274","1298.525990","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2336, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"394479","1300.319915","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3238, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"394514","1300.436346","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3243, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"394724","1304.772633","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1567, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"395716","1311.582622","12:f2:36:b3:e8:70","Broadcast","802.11","156","Probe Request, SN=2045, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"395723","1311.594004","12:f2:36:b3:e8:70","Broadcast","802.11","156","Probe Request, SN=2046, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"398628","1335.104004","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3300, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"399237","1344.848194","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1687, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"399240","1344.867914","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1688, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401065","1352.307081","9a:58:35:34:5d:0a","Broadcast","802.11","156","Probe Request, SN=3623, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401072","1352.318758","9a:58:35:34:5d:0a","Broadcast","802.11","156","Probe Request, SN=3624, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401572","1355.672965","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1988, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401579","1355.705863","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=1989, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401961","1361.618002","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2028, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"401967","1361.651850","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2029, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"402585","1369.949213","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3362, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"402595","1370.064978","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3367, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"403377","1380.308881","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2366, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"403387","1380.320511","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2368, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"403727","1384.962126","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=1808, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"404385","1396.679814","d2:ab:f8:e7:c5:23","Broadcast","802.11","156","Probe Request, SN=3291, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"404392","1396.691291","d2:ab:f8:e7:c5:23","Broadcast","802.11","156","Probe Request, SN=3292, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"404736","1401.747907","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3420, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"404754","1401.866236","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3423, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"406495","1407.263247","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2384, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406504","1407.275332","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2386, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406527","1407.360722","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2390, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406535","1407.371005","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2391, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406559","1407.469351","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2395, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406568","1407.481491","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2397, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406601","1407.685864","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2410, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"406605","1407.697181","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2411, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"411213","1431.441742","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2040, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"411221","1431.477601","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2041, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"411462","1433.838594","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3450, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"415116","1460.203750","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2452, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"415273","1460.913015","1a:6b:02:17:27:a3","Broadcast","802.11","123","Probe Request, SN=2296, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"415286","1460.926008","1a:6b:02:17:27:a3","Broadcast","802.11","123","Probe Request, SN=2297, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"421845","1468.760635","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3517, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"429555","1478.659924","62:22:04:91:0d:31","Broadcast","802.11","156","Probe Request, SN=3637, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"430516","1484.083864","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2468, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"430527","1484.096802","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2470, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"432840","1503.507648","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3574, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"433402","1509.103948","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2092, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"433410","1509.136105","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2093, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"433918","1515.124927","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2197, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"433922","1515.143496","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2198, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"434315","1518.516458","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2132, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"434889","1522.501604","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2680, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"434896","1522.534641","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2681, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"435811","1529.323373","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2499, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"435818","1529.335288","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2500, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"436188","1533.053164","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2700, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"436195","1533.086625","2a:c2:dd:9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2701, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"436475","1538.349991","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3636, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"436501","1538.469818","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3641, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"449505","1566.351189","fa:25:a2:53:c6:19","Broadcast","802.11","156","Probe Request, SN=1635, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"449516","1566.363585","fa:25:a2:53:c6:19","Broadcast","802.11","156","Probe Request, SN=1636, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"451800","1567.927999","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2532, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"451813","1567.941882","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2533, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"453999","1573.153919","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3698, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"458495","1595.915899","32:12:f3:ef:68:47","Broadcast","802.11","123","Probe Request, SN=2079, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"458504","1595.927186","32:12:f3:ef:68:47","Broadcast","802.11","123","Probe Request, SN=2080, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"462063","1605.372452","LiteonTechno_13:23:c1","Broadcast","802.11","110","Probe Request, SN=2468, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"462480","1607.879687","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3761, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"462520","1607.997711","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3762, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"465419","1626.139429","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2170, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"465427","1626.174082","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2171, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"468332","1637.818290","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2559, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"468343","1637.831125","c6:f9:b7:22:fa:92","Broadcast","802.11","202","Probe Request, SN=2561, FN=0, Flags=........C, SSID=""INGRAM-pokoj"""
"468826","1641.819652","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2210, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"468834","1641.853607","AzureWaveTec_9c:2a:f3","Broadcast","802.11","110","Probe Request, SN=2211, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
"469035","1642.845950","SagemcomBroa_d7:48:32","Broadcast","802.11","291","Probe Request, SN=3824, FN=0, Flags=........C, SSID=Wildcard (Broadcast)"
